"","Hospital","Specialty","Rotation","Overall","R1","R2","R3","R4","Workload","Stress","Independence","Support","Daytime_workload","Call_workload","Lone_call","Post_call_half","Long_short_call","Call_room","Quarters","AL","Compensatory_leave","Interview","Leave_comments","Work_comments","Comments1","Comments2","class","Comments3","Education","ro"
"85","TMH","MED",1,4,5,4,3,2,4,3,4,4,2,5,"No","No","Yes","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO","Flexible","Blood Gu is AMAZING and friendly. Only need to take T&S and lots of ABG. Can do pleural tap, bone marrow, LP and all kinds of procedure (either independtly / under supervision the first time).","I have TMH as my first rot. I love it here. MO'es are nice, friendly and willing to teach. Nurses are generally competant (most of them). Calls are busy as hell and quite stressful, but you grow a lot. Housemen are given lots of power to prescribe drugs / perform procedures / screen CT brains. If you want to work in medical (God bless your heart), by all means choose TMH! Many of my collegues eventually come back to work here.","Quarter is very nice with washing machine. But no wifi. Food is poor.","M18",NA,NA,"MED TMH"
"86","TMH","MED",2,5,5,5,3,3,4,4,4,4,4,5,"No","No","Yes","Yes",4,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Overall good educational value, each HO has a mentor so you can learn from them, and do morning rounds for them. There are also structural training and lectures. Most MOs are nice and supportive and let you do procedure. 
Recommend for those who aspire to do MED in the future. 
Not recommend for R3 R4 HO who just want to “rehab” as TMH MED is always busy.",NA,"M18",NA,NA,"MED TMH"
"87","TMH","MED",1,5,5,5,4,4,4,2,4,5,4,4,"No","No","Yes","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,"only need to admit when MO is busy, but they will be grateful if you do admissions, no need to negotiate scan just need to fill in a form, phlebotomist issue job sheet by themselves
Many chances to do procedures, MO will supervise for first few times then u can do independently","Very fruitful rotation, learn a lot about internal medicine and bedside procedures, calls may be busy but 3 ppl on call each night, can ask others for help
MOs are all supportive, recommended",NA,"M18",NA,NA,"MED TMH"
"88","TMH","MED",3,4,5,5,4,4,4,4,5,4,4,4,"No","No","No","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Need to take official Leave",NA,NA,"Should have been a good place if there are enough HO",NA,"M18",NA,NA,"MED TMH"
"89","TMH","MED",1,5,5,5,2,2,4,4,4,5,3,4,"No","No","Yes","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,"minimal admin stuff coz nurses print most job sheets","chur but very educational, friendly MO, perfect start for internship",NA,"M18",NA,NA,"MED TMH"
"90","TMH","MED",1,4,5,4,2,2,5,3,3,5,4,5,"No","No","Yes","Yes",5,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Jenggg!",NA,"M18",NA,NA,"MED TMH"
"91","TMH","MED",1,5,5,5,4,4,3,3,4,4,4,4,"No","No","Yes","No",5,"Allow arrangement among HO","Allow arrangement among HO",NA,NA,NA,NA,NA,"M18",NA,NA,"MED TMH"
"92","UCH","MED",2,4,4,4,3,3,4,3,5,4,2,5,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,"Loads of opportunities for procedures 
Occasionally hv opd session, can try to see patient in Outpatient setting","Good for learning procedure as loads of opportunities 
No need to print job sheets during daytime 
Daytime workload not much 
But very busy during calls","Nice seniors and MOs
Learn a lot during rotation","M18",NA,NA,"MED UCH"
"93","UCH","MED",2,5,5,5,2,2,5,4,5,5,4,5,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Excellent place if u want to be a real doctor. Many procedures. Poor call quality, compulsory admission if HO1. 0600 ABG.",NA,"M18",NA,NA,"MED UCH"
"94","UCH","MED",1,5,5,5,3,3,4,4,5,5,3,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","AL taken in 5+1 manners. You could negotiate with the sec and see if she allows you to make AL arrangement among yourselves.","As UCH med houseman, you do not have to perform most ""general duties"". Instead, you spend most of the time doing procedures e.g. LP, pleural tapping, abd tapping, BMA, skin biopsy, knee tapping etc.  Indeed a very good opportunity to learn and to have hands on experience before being MO. Also radiologists in UCH are quite friendly. Most med MO would also brief you on the case before sending you out to negotiate urgent scans, which makes the tasks a lot easier.","UCH is not as bad as your thought. Indeed it is my favourite rotation (even as a non-medical person). Many hands on experience. PA system allows you to really focus on practical stuff and you will feel a lot more like a real doctor. Nurses are mostly nice. MOs are very willing to teach and help. AC/ consultants are all so friendly and yau heart. Do recommend it for Rot 1/2.",NA,"M18",NA,NA,"MED UCH"
"95","UCH","MED",3,3,3,3,1,1,4,3,5,2,3,5,"Yes","Yes","No","Yes",3,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"as ur independence is really HIGH, you never know whether the tx uve prescribed is correct, mx plan is not very proper indeed, no matter small things like consipation to desat 100% O2, you will the first one to deal with the case. 
A LOT of procedures and many many ABGs (even at room air). 
Daytime workload is ok but it could be terrible when others having AL as you may need to take care of 3 big wards a time. 
wish you good luck if your having it as R3/4.",NA,"M18",NA,NA,"MED UCH"
"96","UCH","MED",2,5,5,5,2,2,5,5,5,5,4,5,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Request leave and then assigned by department","Nearly all procedures done by HO. Good place to train hands","Good place to learn but very busy",NA,"M18",NA,NA,"MED UCH"
"97","UCH","MED",3,4,5,5,2,3,5,3,5,3,4,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"No doubt the toughest rotation in this year. UCH Medical during winter surge was insane. 
Good side: a rotation that trains HO clinical judgement, independence, and EQ. There is physician assistant in every ward to help HO with mo liu jobsheets/radi request forms/consents/routine consults. HO only need to do procedures (bone marrow, pleural tap, abd tap, LP, skin biopsy etc), handle all ward complaints, take ABGs, and screen all labs, XRs and CTs. There is also SAVENET system (done by APNs) during on call to help handle trivial matters (e.g. hypoK, hyperK, insomnia, prescribe panadol)
Downside: some nurses are not that competent, very heavy workload during on call, need to work non-stop during the whole call duty, not much support from MO",NA,"M18",NA,NA,"MED UCH"
"98","UCH","MED",2,4,NA,4,NA,NA,4,3,5,3,4,4,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"UCH is probably the best place in terms of not needing HOs to do meaningless work - there is ECG and culture and 豆 gu service during both call and non-call hours, and during non-call hours (including Sat mornings all year, plus Sunday and PHs during winter surge), there are Physician Assistants to do almost all paperwork including jobsheets and non-urgent consultants.  Chi sin ga.  And you will realize what a HUGE DIFFERENCE this makes to your workload (ask anyone who has done QEH med).","UCH Med is often spread in rumours to be a 地獄 but I think that's not entirely fair.  I had a group of amazing colleagues and we had enough ppl for 3 HOs on call each night - and it ended up being very manageable and extremely educational (and we even had fun).  I think your experience depends a lot on the quality and number of your colleagues.  I very highly recommend UCH med to anyone wanting to do internal med because you will really learn to be a MO here - you will manage unstable vitals and NSTEMIs and AF and desat like, many times each night. You will learn to read CT brains (and consult QEH NS at least once each call.)  You will learn to do chest tap, abd tap, LPs and bone marrows by the end of your first month.  Because UCH med minimizes the meaningless paperwork / ecg / bloodtaking / setting drip worl, HOs really can (and have to) do mainly meaningful clinical work.  So it was definitely the most fruitful rotation for me.  (And that's something valuable in a medicine rotation, imo, no matter whether you want to do internal med or not.  If you have to be busy, I'd rather be busy doing meaningful clinical work like actually managing patients instead of doing endless ECGs and blood cultures.)","The UCH MOs overall are very nice and very supportive.  The seniors are out of this world (they have to be to have stayed at UCH) - they will first round half of their juniors' cases and present back to their juniors during sr round.  Even the deputy COS.  It's insane.  And the UCH nurses (most of them) are some of the best and most competent I have ever seen.","M18",NA,NA,"MED UCH"
"99","UCH","MED",2,4,NA,4,NA,NA,4,3,5,3,4,4,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"UCH is probably the best place in terms of not needing HOs to do meaningless work - there is ECG and culture and 豆 gu service during both call and non-call hours, and during non-call hours (including Sat mornings all year, plus Sunday and PHs during winter surge), there are Physician Assistants to do almost all paperwork including jobsheets and non-urgent consultants.  Chi sin ga.  And you will realize what a HUGE DIFFERENCE this makes to your workload (ask anyone who has done QEH med).","UCH Med is often spread in rumours to be a 地獄 but I think that's not entirely fair.  I had a group of amazing colleagues and we had enough ppl for 3 HOs on call each night - and it ended up being very manageable and extremely educational (and we even had fun).  I think your experience depends a lot on the quality and number of your colleagues.  I very highly recommend UCH med to anyone wanting to do internal med because you will really learn to be a MO here - you will manage unstable vitals and NSTEMIs and AF and desat like, many times each night. You will learn to read CT brains (and consult QEH NS at least once each call.)  You will learn to do chest tap, abd tap, LPs and bone marrows by the end of your first month.  Because UCH med minimizes the meaningless paperwork / ecg / bloodtaking / setting drip worl, HOs really can (and have to) do mainly meaningful clinical work.  So it was definitely the most fruitful rotation for me.  (And that's something valuable in a medicine rotation, imo, no matter whether you want to do internal med or not.  If you have to be busy, I'd rather be busy doing meaningful clinical work like actually managing patients instead of doing endless ECGs and blood cultures.)","The UCH MOs overall are very nice and very supportive.  The seniors are out of this world (they have to be to have stayed at UCH) - they will first round half of their juniors' cases and present back to their juniors during sr round.  Even the deputy COS.  It's insane.  And the UCH nurses (most of them) are some of the best and most competent I have ever seen.","M18",NA,NA,"MED UCH"
"100","UCH","MED",3,5,5,5,3,3,5,5,5,4,3,5,"No","Yes","No","Yes",3,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,"v chur. excellent for learning procedures","Day duty is ok, but call will push everyone to the limit.","M18",NA,NA,"MED UCH"
"101","UCH","MED",1,4,4,NA,NA,NA,4,4,5,4,3,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Busy but good interpersonal relationships","Few mo liu duties, most of the time dealing with physiological rather than administrative emergencies. Chur but fulfilling","M18",NA,NA,"MED UCH"
"102","UCH","MED",1,5,5,5,3,3,4,2,5,4,4,5,"No","Yes","No","No",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"There are PA on weekdays to help printing jobsheets, greatly reduces workload for HOs. So HOs can focus on doing ‘clinical’ things instead of clerical stuff which is a complete waste of time.","Greatly recommend it!! It’s hard work, but a good place for you to learn how to make independent decisions. You’ll be able to manage patients in very poor state. Could be a little harsh to start at first, but after this rotation in UCH you’ll become the most 打得 HO, who can manage every sort of ward complaints without difficulty. Also you’ll be able to master a wide range of procedures (abdominal tap, chest tap, pleurodesis, LP, bone marrow aspiration, skin biopsy +/- exposure to chest drain insertion). By that I mean you can do them without difficulty, as you’ll do those on a daily/ weekly basis, so you can teach your colleague or even the first year MOs when you go to other hospitals (I’ve done more BMA than my MO when I went to other hospitals). It also trains you to make independent decisions like changing antibiotics according a culture report (optional for a HO unless critical results like blood culture), so one will not only know to write ‘to CMO’ on the reports. The independent working ability you learn here will be beneficial to you, as a HO or a future MO.",NA,"M18",NA,NA,"MED UCH"
"103","YCH","MED",2,2,3,3,1,1,5,5,5,3,5,5,"Yes","Yes","No","No",1,"Assigned by Department","Assigned by Department","Need to take official Leave","Department assign AL and compen- purposely split up the AL so that you can’t take extra day saturday.","Radi very malignant- have to go get verbal report every morning. No CTB report.","Very busy",NA,"M18",NA,NA,"MED YCH"
"104","YCH","MED",1,2,2,2,2,2,5,5,4,4,5,5,"No","Yes","No","Yes",3,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,"Edicational value sub optimal
And also not hea for rehab 
But to be fair, You have nice MOs who occasionally teach you",NA,"M18",NA,NA,"MED YCH"
"105","YCH","MED",3,2,3,3,1,1,5,5,5,4,5,5,"Yes","Yes","No","Yes",5,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,"Need to take verbal report (no formal report for scans), which is very time consuming.","Quite heavy workload. Not expected for a relatively small hospital.",NA,"M18",NA,NA,"MED YCH"
"106","YCH","MED",1,2,2,2,2,2,5,5,4,3,4,5,"Yes","Yes","No","No",1,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,"Busy, but no training",NA,"M18",NA,NA,"MED YCH"
"107","PMH","MED-FM-EM",3,5,5,5,5,5,1,1,4,5,2,1,"No","Yes",NA,"No",4,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"excellent rotation for rehab 😂
at least 3 months of no call and no dept phone 
Nothing to do in fam med rotation, i sit in nurse consultation and occ see <10 case/day",NA,"M18",NA,NA,"MED-FM-EM PMH"
"108","PMH","MED-FM-EM",1,4,5,5,4,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Difficult to give most of the detailed answers as it involved 3 places - PMH A&E, KWC FM & PMH MED. So I type my comments here:
1. PMH A&E
It was my 1st rotation and I learnt a lot there. The seniors were very nice and supportive and allowed me to have a lot of independence and learning opportunities. On a normal working day, I would be either arranged to work at cubicle (Cat 3 cases) or walking clinic (Cat 4 & 5 cases). After some initial training, I was expected to see cases independently and ask for advice if I have any problem. All cases would need senior to countersign before they can be disposed, and for complicated cases seniors would look at the case again themselves. They also encouraged me to help out in R room where I could learn a lot of acute treatment/resuscitation for patients. There was only 2 days of EM ward duties where I was told to follow the seniors in rounds/round a couple of cases.
2.KWC FM
This was my 2nd rotation. I was arranged to have most of my time in one GOPC and sometimes in other clinics. The seniors were also very nice at the clinic I worked at. But due to the fact that all are independent consultations in separate rooms, they could not allow houseman to involve too much in medical consultations. They allowed me to see a few more stable patients with endorsements from MOs. I spent most of my time learning/participating in the other aspects of GOPC services including RAMP programmes, FM specialist clinics, allied health programmes, etc. I was a bit disappointed at first as I wished to learn more in medical consultations but then later I find the learning experience actually very rewarding and prepared me to be a better family physician by letting me  communicate with patients in a different setting and personally experience the different services of a GOPC.
3. PMH MED 
I comment this in another entry
",NA,"M18",NA,NA,"MED-FM-EM PMH"
